app_num,app_date,title,abstract,inventors,CPCs
1020140163215 ,2014.11.21,연마 장치,본 발명의 과제는 연마 헤드 및 연마 테이블 중 적어도 한쪽에 물리적으로 접촉점이 없는 비접촉형 전송 커넥터를 설치함으로써 연마 헤드 및/또는 연마 테이블 내의 각 기기에 비접촉형에 의한 전원 공급 신호 전송 및 통신을 행할 수 있는 연마 장치를 제공하는 것이다.연마 테이블(1) 및 연마 헤드(3) 중 적어도 한쪽에 고정측 유닛(15S)과 회전측 유닛(15R)이 서로 비접촉으로 대향하여 고정측 유닛(15S)과 회전측 유닛(15R) 사이에서 전력 또는 신호의 수수 또는 통신을 행하는 비접촉형 전송 커넥터(15)를 설치하고 연마 테이블(1) 및 연마 헤드(3) 중 적어도 한쪽에 설치된 기기와 연마 테이블(1) 또는 연마 헤드(3)의 외부와의 사이에서 비접촉형 전송 커넥터(15)를 통해 전력 또는 신호의 수수 또는 통신을 행하도록 하였다.,사카타 게이스케(일본),B24B 37/005;B24B 37/013;B24B 37/34;B24B 49/10;B24B 49/12;B24B 49/14;B24B 55/06;H01L 21/302;H01L 21/304
1020160080474 ,2016.06.27,영상 복호화 방법 영상 부호화 방법 영상 복호화 장치 및 영상 부호화 장치,영상 복호화 방법은 비디오 데이터 및 시그널링 데이터를 포함하는 비트스트림을 수신하는 단계 기본 계층 비디오 데이터를 디코딩하는 단계 및 상기 시그널링 데이터 및 상기 기본 계층 비디오 데이터를 기초로 적어도 하나의 향상 계층 비디오 데이터를 디코딩하는 단계를 포함하고 상기 비디오 데이터는 기본 계층을 위한 상기 기본 계층 비디오 데이터 및 상기 기본 계층으로부터 예측되는 적어도 하나의 향상 계층을 위한 상기 적어도 하나의 향상 계층 비디오 데이터를 포함하고 상기 시그널링 데이터는 화상 회의 서비스를 위한 가상 공간의 전체 영역 내에서 사용자의 시선 방향에 대응되는 관심 영역을 지시하는 관심 영역 정보를 포함하는 것을 특징으로 한다.,류은석(대한민국),H04N 13/161;H04N 13/172;H04N 19/30;H04N 19/597;H04N 7/157
1020140025421 ,2014.03.04,관리보수가 용이한 상하수도관 연결구조,본 발명은 관리보수가 용이한 상하수도관 연결구조에 관한 것으로 보다 상세하게는 합성수지재질로 성형한 상하수도관의 한쪽 끝부분에서 관 고정링과 고무링을 삽입한 상태에서 확관 하면서 연결구를 성형하고 합성수지관의 끝단에 지름이 더 커지도록 보강한 보강턱이 관 고정링에 걸려 스토퍼 역할로 열팽창계수에도 상하수도관의 수밀을 안정되게 유지할 수 있고 유지 보수가 쉽도록 개선된 관리보수가 용이한 상하수도관 연결구조에 관한 것이다.,강태중(대한민국),E03B 7/02;E03B 7/04;E03F 3/04;F16L 47/08
1020160102067 ,2016.08.10,차량 운전 보조 시스템,본 발명은 차량에 장착되어 차량운전 보조기능 실행시 영상에서 결정된 유효영역을 추출하고 상기 유효영역에 위치한 오브젝트를 추종하는 차량운전 보조장치 및 상기 유효영역을 결정하는 어플리케이션 실행 시 상기 차량운전 보조장치로부터 송신된 축값 정보를 기반으로 상기 유효영역을 결정하고 상기 유효영역에 대응하는 유효영역 정보를 상기 차량운전 보조장치로 송신하는 이동 단말장치를 포함하는 차량 운전 보조 시스템을 제공한다.,임종훈(대한민국);차경환(대한민국),B60W 2050/146;B60W 2420/42;B60W 2550/142;B60W 2550/40;B60W 40/02;B60W 50/14
1020150157442 ,2015.11.10,자전거 안장용 둔부 지지장치,본 발명은 자전거의 안장에 앉은 탑승자의 체형 및 주행 조건에 관계없이 탑승자의 둔부를 탄력적으로 받쳐 지지할 수 있게 함으로써 탑승자에게 안락하고 안정된 승차감을 제공함과 동시에 충돌 사고 시 충격을 완충해 탑승자의 안전을 확보할 수 있게 하는 자전거 안장용 둔부 지지장치에 관한 것으로 본 발명은 자전거 안장에 앉은 탑승자의 둔부를 받쳐 지지할 수 있도록 상단 일부가 안장의 후방 상부 측으로 노출되는 둔부 지지부재 제 1 링크몸체와 제 1 링크몸체를 안장의 하부 측에 형성된 안장 프레임에 탈부착 가능하게 결합시키는 제 1 링크 탈부착수단을 가지는 제 1 링크부재 및 제 2 링크몸체와 제 2 링크몸체를 제 1 링크몸체에 탄력적으로 상하 유동 가능하게 연결시키는 제 1 탄성연결수단 및 둔부 지지부재를 제 2 링크몸체에 탄력적으로 전후 유동가능하게 연결시키는 제 2 탄성연결수단을 가지는 둔부 지지부재를 탄력적으로 탑승자의 둔부에 밀착시키는 제 2 링크부재를 포함한다.,오영균(대한민국);주만호(대한민국),B62J 1/00;B62J 1/28
1020160007362 ,2016.01.21,그라우트용 고기능성 주입재 및 고기능성 주입재가 포함된 그라우트재 및 그라우트재 혼합 주입장치 및 고기능성 주입재와 혼합 주입장치를 이용한 그라우트 공법,본 발명은 연약지반에 대하여 차수 및 지반보강을 하기 위한 그라우트에 대한 것으로 더욱 상세하게는 무기질계 알루미나 분말과 식물성 기포제 및 아크릴계 폴리머가 혼합된 고기능성 주입재 및 상기 고기능성 주입재가 포함된 그라우트재와 상기 그라우트재를 혼합 생산 및 이를 지반에 주입하기 위한 주입장치와 상기 고기능성 주입재를 포함한 그라우트재 및 상기 주입장치를 이용한 그라우트 공법을 제안함에 따라그라우팅 시공 성능 및 내구성이 향상되고 환경오염을 일으키는 기존 재료의 사용량을 최소화하여 매우 친환경적인 것이며 지반 공극이 큰 경우에도 그라우트재의 주입 성능을 향상되는 것이고 시공 후 구조체의 휨 강도 및 지반 부착성을 증대시켜 용탈 현상을 억제시킬 수 있는 것이며 현장에서 혼합 및 주입하므로 현장에서의 사용성이 우수한 것이고 계절의 온도 변화에 관계없이 속경 성능이 우수하여 균질한 시공 성능을 얻을 수 있는 것이며 그라우트재의 휨강도 및 지반 마찰력을 향상시켜 지반 변위를 최소화시킬 수 있는 효과가 있는 것이다.,이진혁(대한민국),C04B 24/24;C04B 26/02;E02D 3/12
1020100105382 ,2010.10.27,진동 액추에이터 조립체,일 실시예에 관한 진동 액추에이터 조립체는 진동판과 진동판에 배치되며 전기 신호가 인가되면 진동하는 적어도 둘 이상의 진동소자와 일측 단부가 진동판에 연결되는 진동축과 진동축의 외측 표면에 접하도록 진동축의 외측에 배치되어 진동축의 진동에 의해 변위 가능한 로터와 진동축의 타측 단부에 설치되어 로터를 진동판을 향해 탄성적으로 가압하는 탄성 가압부를 구비한다.,문찬영(대한민국);장철은(대한민국);조우종(대한민국);최승욱(대한민국),G02B 7/00;G02B 7/04;G03B 3/02;H04N 5/225
1020150126232 ,2015.09.07,터치 입력장치 및 이를 포함하는 차량,제스처를 입력할 수 있는 터치 입력장치 그 조작방법 및 이를 포함하는 차량을 개시한다. 본 발명의 실시 예에 따른 터치 입력장치는 장착면에 설치되고 터치 입력이 가능한 터치부를 구비하는 터치블럭과 터치블럭을 상승 및 하강시키는 구동유닛을 포함하고 제1 상태에서는 구동유닛이 터치블럭을 하강시키도록 동작하여 터치부가 장착면으로부터 요입되도록 배치되고 제2 상태에서는 구동유닛이 터치블럭을 상승시키도록 동작한다.,민정상(대한민국);이정엄(대한민국);주시현(대한민국);홍기범(대한민국),G06F 3/017;G06F 3/041
1020140156245 ,2014.11.11,영상표시 구동장치 영상표시 장치 및 이의 구동방법,"본 발명의 일 실시예에 따른 영상표시 장치는 다수의 게이트 라인과 다수의 데이터 라인이 교차하는 영역에 배열된 다수의 단위 픽셀들로 구성된 다수의 픽셀 배치 영역들을 포함하는 영상표시패널	다수의 소스 드라이버들을 포함하며 각각의 상기 소스 드라이버는 대응되는 각각의 상기 픽셀들의 상기 데이터 라인에 디스플레이 데이터를 출력하는 데이터 구동부 및 외부로부터 입력된 데이터를 처리하여 출력 데이터를 생성하는 타이밍 컨트롤러를 포함하고 상기 타이밍 컨트롤러는 상기 타이밍 컨트롤러의 위치로부터의 상기 픽셀 배치 영역들 사이의 거리를 기준으로 상기 픽셀 배치 영역들을 분류하고 이를 기반으로 적어도 둘 이상의 전송 속도로 상기 출력 데이터를 상기 데이터 구동부에 전송하는 것을 특징으로 한다.",오민석(대한민국);임석균(대한민국);차치호(대한민국);채명준(대한민국),G09G 3/2018;G09G 3/207;G09G 3/2074;G09G 3/2092;G09G 3/296
1020150187506 ,2015.12.28,발전소 배출가스 중의 이산화탄소 활용을 위한 발전소 배출가스 정화장치 정화방법 및 이를 이용한 식물 재배방법,본 발명에 따른 발전소 배출가스 중의 이산화탄소 활용을 위한 발전소 배출가스 정화방법은 철이온이 용해된 흡수액을 제조하고 과산화수소를 첨가하여 발전소의 배출가스를 상기 흡수액에 통과시켜 발전소 배출가스 중에 포함된 아황산가스 및 질소산화물로부터 황산이온 및 질산이온을 생성하고 상기 황산이온 및 질산이온을 상온 상압에서 산화시키고 용해도를 증가시켜 상기 흡수액에 포집하고 이를 중화하여 제거하는 것을 특징으로 하고 발전소 배출가스 중의 이산화탄소 활용을 위한 발전소 배출가스 정화장치로서 반응기의 내부는 세 개의 판막에 의해 구획되는 4개의 칼럼이 형성되고 제1칼럼의 하부에 발전소의 배출가스가 주입되어 주입된 가스가 버블형태로 반응기 내부의 액상촉매와 함께 상승하게 하며 이에 따라 상승한 액상촉매는 제1판막의 상단을 넘어 제2칼럼에서 하강한 다음 상기 제2판막의 하측을 통해 제3칼럼으로 이동하여 상승하고 제3판막의 상단을 넘어 제4칼럼에서 하강한 다음 액상촉매는 반응기 하단부를 거쳐 다시 제1칼럼으로 이동하여 액상촉매가 순환하면서 배출가스 중 아황산가스 및 질소산화물은 반응기 내부에서 액상촉매의 흡수액에 포집하여 제거되고 이산화탄소는 반응기 상단의 기체배출구로 배출 분리하는 것을 특징으로 한다.,고호준(대한민국);문용기(대한민국);배종찬(대한민국);손승규(대한민국);이기석(대한민국);이성기(대한민국),A01G 1/001;A01G 7/02;B01D 47/02;B01D 53/02;B01D 53/1493;B01D 53/507;B01D 53/56;B01D 53/60;B01D 53/62;B01D 53/78;B01J 20/0222
1020127007692 ,2010.08.30,고정 수단을 갖는 봉합 기구,본 발명은 고정 수단을 갖는 봉합 기구에 관한 것이다.본 발명의 일 태양에 따르면 봉합 기구로서 지지대 바늘 구동부 및 수술용 바늘을 포함하고 상기 수술용 바늘은 상기 바늘 구동부에 수용되어 상기 지지대에 대하여 동작하고 상기 동작에 따라 상기 수술용 바늘로부터의 제1 봉합사와 상기 지지대로부터의 제2 봉합사가 서로 얽히게 되며 상기 봉합의 대상이 되는 조직을 상기 지지대에 대하여 고정시키고 상기 고정을 해제하기 위한 고정부를 더 포함하는 봉합 기구가 제공된다.,윤상진(대한민국),A61B 17/0491;A61B 17/06004;A61B 17/06166;A61B 2017/0414;A61B 2017/0454;A61B 2017/0459;A61B 2017/0461;A61M 5/32
1020127014955 ,2012.06.08,분산된 멀티코어 메모리 초기화,다수의 프로세싱 노드들을 구비한 시스템에서 하나의 제어 노드가 하나의 태스크를 다수의 서브태스크들로 분할하고 상기 서브태스크들을 하나 이상의 추가적인 프로세싱 노드들에 할당하고 상기 추가적인 프로세싱 노드들은 상기 할당된 서브태스크들을 실행하고 그 결과를 상기 제어 노드에 다시 전송하여 상기 다수의 프로세싱 노드들로 하여금 효율적이고 빠르게 메모리 초기화를 수행하고 모든 할당된 서브태스크들을 테스트할 수 있도록 한다.,하우스티 오스윈(기이아나),G06F 15/177;G06F 9/4405;G06F 9/4425;G06F 9/5066
1020160117769 ,2016.09.13,친환경 직물염색방법 및 이를 통해 제조된 직물,본 발명은 친환경 직물염색방법에 관한 것이며 더욱 상세하게는 종래의 염색공정 특히 반응성 염료를 통한 염색공정에서 소요되는 각종 인체 및 환경에 유해한 물질들을 구비하지 않고도 빠른 속도로 목적하는 수준의 염색품질 및 견뢰도를 발현시킬 수 있는 친환경 직물염색방법에 관한 것이다.,이기봉(대한민국),D06P 1/38;D06P 3/008;D06P 3/66;D06P 5/002;D06P 5/22;D10B 2401/14
1020140158209 ,2014.11.13,기능성 비트 식빵 조성물 및 이의 제조 방법,본 발명은 비트 식빵 및 이의 제조 방법에 관한 것으로 비트 특유의 향을 제거하고 부드러운 질감의 식빵이 제조될 뿐만 아니라 밀가루에 부족한 영양소인 비타민C와 철분을 보완함으로써 영양이 강화된 기능성 식빵을 제조할 수 있다.,김정미(대한민국);이미희(대한민국);이정은(대한민국),A21D 13/00;A21D 2/36;A23L 1/29
1020130123586 ,2013.10.16,ECM 제동장치,본 발명은 ECM 제동장치에 관한 것으로 더욱 상세하게는 하우징 상기 하우징의 수납부에 양단이 수용되는 샤프트 상기 샤프트에 연결되는 플래닛기어 및 상기 샤프트에 동력을 전달하여 상기 플래닛기어를 축방향으로 이동시키고 상기 하우징과 상기 플래닛기어 상호간의 마찰을 유도하는 구동수단을 포함하여 이루어진다.즉 본 발명은 구동수단에 의하여 플래닛기어를 축방향으로 이동시켜 하우징과 플래닛기어 상호간의 마찰을 유도하고 이에 의하여 플래닛기어의 구속력을 생성함으로써 감속기에 의한 동력전달을 차단하여 제동기능을 구현하고 이를 통하여 휠의 무게를 줄이고 동력전달시스템의 사이즈를 줄여 패키징의 최적화를 구현할 수 있는 ECM 제동장치를 제안하고자 한다.,박승영(대한민국),B60T 13/00;B60T 13/74;F16D 65/18;F16H 1/28
1020100091751 ,2010.09.17,과일분쇄장치,본 발명은 과일분쇄장치에 관한 것으로 더욱 상세하게는 분쇄칼날을 세절커터와 분쇄커터로 구성함으로써 과일을 단시간내에 효과적으로 고르고 균일하게 세절한 후 배출할 수 있도록 한 과일분쇄장치에 관한 것이다.본 발명은 본체의 내부에 회전되면서 투입된 과일을 분쇄하는 분쇄칼날과 상기 분쇄칼날에 의해 분쇄된 과일을 외부로 배출하는 배출부를 포함하여 이루어진 과일분쇄장치에 있어서  상기 분쇄칼날(20)은 상기 본체(10)의 내부에 돌출된 회전축(12)에 축결합되는 고정축(22)과 상기 고정축(22)의 하부에 구비되어 상기 본체(10)의 내부 하면에 밀착된 상태로 회전되면서 과일을 세절하는 세절커터(25)와 상기 고정축(22)의 상부에 구비되어 상기 세절커터(25)에 이격된 상태로 회전되면서 과일을 분쇄하는 분쇄커터(28)로 구성되고  상기 본체(10)는 상부가 개구된 통체로 개구된 상부에는 상기 분쇄칼날(20)에 의해 분쇄되는 과일의 외부토출을 차단하도록 덮개(30)가 결합되고 하면에는 세절된 과일을 상기 배출부(15)로 배출하도록 다수의 배출공(35)이 형성된 배출공형성판(37)이 구비되어 상기 배출부(15)와 연결되는 것을 특징으로 한다.,강두석(대한민국),A23N 1/02;A23N 15/04;B26D 1/26
1020110111710 ,2011.10.31,ＥＧＦＲ 엑손２１ Ｌ８５８Ｒ 유전자 다형 검출용 프라이머 및 그 용도,본 발명은 EGFR 엑손21 L858R의 유전자 변이를 검출하기 위한 다형 검출용 프라이머 세트를 제공한다. 프라이머 세트는 P1 올리고뉴클레오티드 및 P2 올리고뉴클레오티드를 갖고 서열번호 1에 나타내는 염기서열의 172792번째의 염기를 포함하는 영역을 주형으로 하여 증폭을 행하는 것이 가능하다. 서열번호 1에 나타내는 염기서열의 172792번째의 염기를 상보하는 염기로서 P1 올리고뉴클레오티드는 C을 갖고 P2 올리고뉴클레오티드는 A를 갖는다. P1 올리고뉴클레오티드는 P2 올리고뉴클레오티드의 Tm값과 비교하여 높은 Tm값을 나타내거나 및/또는 P1 올리고뉴클레오티드는 P2 올리고뉴클레오티드보다도 1염기 이상 길다. 본 발명은 또한 다형 검출용 프라이머 상기 프라이머 세트를 사용하는 다형 검출 방법 상기 프라이머 세트를 사용하는 EGFR 티로신 키나아제 저해제의 평가 방법 상기 다형 검출 방법에 사용되는 프라이머 및 상기 프라이머 세트를 포함하는 키트를 제공한다.,이구치 아키(일본),C12Q 1/6827;C12Q 1/6886;C12Q 2527/107
